
# Surface 0 of 2 surfaces

# Curve title: "datafile u 1:2:3"

# Contour 0, label:        0
 0.4755  0.65  0 
 0.4753  0.63  0 
 0.4751  0.61  0 
 0.4749  0.59  0 
 0.4747  0.57  0 
 0.4745  0.55  0 
 0.4743  0.53  0 
 0.4741  0.51  0 
 0.4739  0.49  0 
 0.4737  0.47  0 
 0.4735  0.45  0 
 0.4733  0.43  0 
 0.4731  0.41  0 
 0.4729  0.39  0 
 0.4727  0.37  0 
 0.4725  0.35  0 
 0.4723  0.33  0 
 0.4721  0.31  0 
 0.4719  0.29  0 
 0.4717  0.27  0 
 0.4715  0.25  0 
 0.4713  0.23  0 
 0.4711  0.21  0 
 0.4709  0.19  0 
 0.4707  0.17  0 
 0.4705  0.15  0 
 0.4703  0.13  0 
 0.4701  0.11  0 
 0.47  0.1  0 
 0.45  0.1  0 
 0.43  0.1  0 
 0.41  0.1  0 
 0.39  0.1  0 
 0.37  0.1  0 
 0.35  0.1  0 
 0.33  0.1  0 
 0.31  0.1  0 
 0.29  0.1  0 
 0.27  0.1  0 
 0.25  0.1  0 
 0.23  0.1  0 
 0.21  0.1  0 
 0.19  0.1  0 
 0.17  0.1  0 
 0.15  0.1  0 
 0.13  0.1  0 
 0.11  0.1  0 
 0.09  0.1  0 
 0.07  0.1  0 
 0.05  0.1  0 
 0.03  0.1  0 
 0.01  0.1  0 

# Contour 1, label: 
 0.99  2.1  0 
 0.97  2.1  0 
 0.95  2.1  0 
 0.93  2.1  0 
 0.91  2.1  0 
 0.89  2.1  0 
 0.87  2.1  0 
 0.85  2.1  0 
 0.83  2.1  0 
 0.81  2.1  0 
 0.79  2.1  0 
 0.77  2.1  0 
 0.75  2.1  0 
 0.73  2.1  0 
 0.71  2.1  0 
 0.69  2.1  0 
 0.67  2.1  0 
 0.65  2.1  0 
 0.63  2.1  0 
 0.61  2.1  0 
 0.59  2.1  0 
 0.57  2.1  0 
 0.55  2.1  0 
 0.53  2.1  0 
 0.51  2.1  0 
 0.49  2.1  0 
 0.4899  2.09  0 
 0.4897  2.07  0 
 0.4895  2.05  0 
 0.4893  2.03  0 
 0.4891  2.01  0 
 0.4889  1.99  0 
 0.4887  1.97  0 
 0.4885  1.95  0 
 0.4883  1.93  0 
 0.4881  1.91  0 
 0.4879  1.89  0 
 0.4877  1.87  0 
 0.4875  1.85  0 
 0.4873  1.83  0 
 0.4871  1.81  0 
 0.4869  1.79  0 
 0.4867  1.77  0 
 0.4865  1.75  0 
 0.4863  1.73  0 
 0.4861  1.71  0 
 0.4859  1.69  0 
 0.4857  1.67  0 
 0.4855  1.65  0 
 0.4853  1.63  0 
 0.4851  1.61  0 
 0.4849  1.59  0 
 0.4847  1.57  0 
 0.4845  1.55  0 
 0.4843  1.53  0 
 0.4841  1.51  0 
 0.4839  1.49  0 
 0.4837  1.47  0 
 0.4835  1.45  0 
 0.4833  1.43  0 
 0.4831  1.41  0 
 0.4829  1.39  0 
 0.4827  1.37  0 
 0.4825  1.35  0 
 0.4823  1.33  0 
 0.4821  1.31  0 
 0.4819  1.29  0 
 0.4817  1.27  0 
 0.4815  1.25  0 
 0.4813  1.23  0 
 0.4811  1.21  0 
 0.4809  1.19  0 
 0.4807  1.17  0 
 0.4805  1.15  0 
 0.4803  1.13  0 
 0.4801  1.11  0 
 0.4799  1.09  0 
 0.4797  1.07  0 
 0.4795  1.05  0 
 0.4793  1.03  0 
 0.4791  1.01  0 
 0.4789  0.99  0 
 0.4787  0.97  0 
 0.4785  0.95  0 
 0.4783  0.93  0 
 0.4781  0.91  0 
 0.4779  0.89  0 
 0.4777  0.87  0 
 0.4775  0.85  0 
 0.4773  0.83  0 
 0.4771  0.81  0 
 0.4769  0.79  0 
 0.4767  0.77  0 
 0.4765  0.75  0 
 0.4763  0.73  0 
 0.4761  0.71  0 
 0.4759  0.69  0 
 0.4757  0.67  0 
 0.4755  0.65  0 


# Surface 1 of 2 surfaces

# Curve title: "datafile u ($1)*(-1):2:3"

# Contour 0, label:        0
-0.4755  0.65  0 
-0.4753  0.63  0 
-0.4751  0.61  0 
-0.4749  0.59  0 
-0.4747  0.57  0 
-0.4745  0.55  0 
-0.4743  0.53  0 
-0.4741  0.51  0 
-0.4739  0.49  0 
-0.4737  0.47  0 
-0.4735  0.45  0 
-0.4733  0.43  0 
-0.4731  0.41  0 
-0.4729  0.39  0 
-0.4727  0.37  0 
-0.4725  0.35  0 
-0.4723  0.33  0 
-0.4721  0.31  0 
-0.4719  0.29  0 
-0.4717  0.27  0 
-0.4715  0.25  0 
-0.4713  0.23  0 
-0.4711  0.21  0 
-0.4709  0.19  0 
-0.4707  0.17  0 
-0.4705  0.15  0 
-0.4703  0.13  0 
-0.4701  0.11  0 
-0.47  0.1  0 
-0.45  0.1  0 
-0.43  0.1  0 
-0.41  0.1  0 
-0.39  0.1  0 
-0.37  0.1  0 
-0.35  0.1  0 
-0.33  0.1  0 
-0.31  0.1  0 
-0.29  0.1  0 
-0.27  0.1  0 
-0.25  0.1  0 
-0.23  0.1  0 
-0.21  0.1  0 
-0.19  0.1  0 
-0.17  0.1  0 
-0.15  0.1  0 
-0.13  0.1  0 
-0.11  0.1  0 
-0.09  0.1  0 
-0.07  0.1  0 
-0.05  0.1  0 
-0.03  0.1  0 
-0.01  0.1  0 

# Contour 1, label: 
-0.99  2.1  0 
-0.97  2.1  0 
-0.95  2.1  0 
-0.93  2.1  0 
-0.91  2.1  0 
-0.89  2.1  0 
-0.87  2.1  0 
-0.85  2.1  0 
-0.83  2.1  0 
-0.81  2.1  0 
-0.79  2.1  0 
-0.77  2.1  0 
-0.75  2.1  0 
-0.73  2.1  0 
-0.71  2.1  0 
-0.69  2.1  0 
-0.67  2.1  0 
-0.65  2.1  0 
-0.63  2.1  0 
-0.61  2.1  0 
-0.59  2.1  0 
-0.57  2.1  0 
-0.55  2.1  0 
-0.53  2.1  0 
-0.51  2.1  0 
-0.49  2.1  0 
-0.4899  2.09  0 
-0.4897  2.07  0 
-0.4895  2.05  0 
-0.4893  2.03  0 
-0.4891  2.01  0 
-0.4889  1.99  0 
-0.4887  1.97  0 
-0.4885  1.95  0 
-0.4883  1.93  0 
-0.4881  1.91  0 
-0.4879  1.89  0 
-0.4877  1.87  0 
-0.4875  1.85  0 
-0.4873  1.83  0 
-0.4871  1.81  0 
-0.4869  1.79  0 
-0.4867  1.77  0 
-0.4865  1.75  0 
-0.4863  1.73  0 
-0.4861  1.71  0 
-0.4859  1.69  0 
-0.4857  1.67  0 
-0.4855  1.65  0 
-0.4853  1.63  0 
-0.4851  1.61  0 
-0.4849  1.59  0 
-0.4847  1.57  0 
-0.4845  1.55  0 
-0.4843  1.53  0 
-0.4841  1.51  0 
-0.4839  1.49  0 
-0.4837  1.47  0 
-0.4835  1.45  0 
-0.4833  1.43  0 
-0.4831  1.41  0 
-0.4829  1.39  0 
-0.4827  1.37  0 
-0.4825  1.35  0 
-0.4823  1.33  0 
-0.4821  1.31  0 
-0.4819  1.29  0 
